date,score,magnitude,sentiment,googleview,price,volume
2013-03-15,0.0872340425531915,0.3361702127659574,0.055744680851063835,24,47.0,259727.3267081901
2013-03-16,0.12641509433962267,0.3415094339622642,0.0888679245283019,24,47.0,172834.95928508005
2013-03-17,0.11896551724137926,0.3551724137931036,0.08086206896551723,27,47.4,159317.69545817
2013-03-18,0.02241379310344827,0.29827586206896545,0.002413793103448275,31,51.6,236203.2063707
2013-03-19,0.06710526315789475,0.3578947368421053,0.054342105263157886,39,59.1,345351.3285412199
2013-03-20,0.16590909090909095,0.3738636363636365,0.10965909090909087,47,64.5,310975.19933145994
2013-03-21,0.06739130434782609,0.3771739130434781,0.054565217391304335,61,70.8,342584.01554530987
2013-03-22,0.16732673267326725,0.3346534653465346,0.10891089108910887,64,69.9,291743.14627361984
2013-03-23,0.11910112359550568,0.3842696629213485,0.08943820224719104,66,64.3,243477.78016566
2013-03-24,0.04745762711864406,0.3322033898305086,0.01220338983050848,51,71.5,195085.67915206007
2013-03-25,0.0879518072289156,0.3722891566265061,0.05855421686746986,55,73.6,326691.54779333994
2013-03-26,0.16448598130841127,0.3850467289719628,0.10831775700934576,58,78.5,271449.13705462
2013-03-27,0.18076923076923085,0.4092307692307695,0.12523076923076915,72,88.9,276762.8048447201
2013-03-28,0.116260162601626,0.3626016260162604,0.05658536585365854,88,86.2,364165.5998569598
2013-03-29,0.15213675213675218,0.3982905982905982,0.08692307692307694,100,90.5,302368.5945333199
2013-03-30,0.14382022471910114,0.3988764044943819,0.11505617977528088,88,92.2,227317.60066105984
2013-03-31,0.13577981651376142,0.44495412844036697,0.09935779816513757,83,93.0,155181.59997399992
2013-04-01,0.11631205673758868,0.4212765957446808,0.09617021276595747,64,104.0,286826.91693570005
2013-04-02,0.1711111111111112,0.44666666666666666,0.12903703703703706,59,118.0,380938.2988868601
2013-04-03,0.13062200956937794,0.4631578947368416,0.08861244019138753,21,135.0,470164.77598444006
2013-04-04,0.11185567010309276,0.4355670103092782,0.0688144329896907,44,132.1,292717.66266120994
2013-04-05,0.05304878048780486,0.4426829268292682,0.0247560975609756,75,142.3,250342.35385029
2013-04-06,0.1245283018867925,0.4094339622641511,0.08490566037735849,83,142.6,197241.88433971
2013-04-07,0.13194444444444448,0.3805555555555557,0.08937500000000004,62,162.3,186218.66197019012
2013-04-08,0.08823529411764709,0.4405882352941178,0.08558823529411767,69,187.5,357388.8964763001
2013-04-09,0.11659574468085103,0.44638297872340416,0.07638297872340423,89,230.0,461840.32443652
2013-04-10,0.016836734693877545,0.4408163265306124,0.004183673469387752,33,165.0,576109.9344935103
2013-04-11,0.029584352078239638,0.4650366748166258,0.01941320293398533,17,124.9,599818.5615721201
2013-04-12,0.08526315789473685,0.4192982456140349,0.04680701754385965,67,117.0,459934.5752870999
2013-04-13,0.05180722891566263,0.4903614457831322,0.03608433734939757,53,93.0,229693.44172543997
2013-04-14,0.06928104575163398,0.39673202614379066,0.01986928104575163,46,90.0,201988.37364844003
2013-04-15,0.03926701570680626,0.4172774869109947,0.014083769633507845,43,82.4,311325.41355745995
2013-04-16,0.14689655172413793,0.4358620689655172,0.10206896551724136,39,68.4,536008.9119290499
2013-04-17,0.021014492753623226,0.4347826086956524,0.018840579710144943,34,93.1,351416.37848023983
2013-04-18,0.03970588235294116,0.410294117647059,0.034705882352941184,32,109.0,245347.9813680901
2013-04-19,0.07500000000000002,0.3848214285714288,0.035178571428571434,26,118.5,242093.77171069
2013-04-20,0.11595744680851068,0.33936170212765965,0.06638297872340425,21,126.6,183858.06119315
2013-04-21,0.15795454545454551,0.4261363636363637,0.11306818181818185,20,119.2,166536.66100670001
2013-04-22,0.13369565217391305,0.3380434782608697,0.07880434782608693,21,127.4,169399.25825756
2013-04-23,0.09888888888888887,0.3533333333333333,0.06144444444444445,24,143.5,192766.3152049899
2013-04-24,0.10471698113207543,0.4028301886792455,0.04735849056603773,22,154.2,279698.1065230699
2013-04-25,0.10481927710843372,0.3542168674698796,0.06120481927710841,21,141.7,291124.20144642
2013-04-26,0.14431818181818176,0.403409090909091,0.09545454545454543,20,136.9,234820.3710193501
2013-04-27,0.14705882352941174,0.37176470588235294,0.1024705882352941,17,128.0,258920.29122507997
2013-04-28,0.05421686746987951,0.4012048192771085,0.045421686746987947,18,134.4,138614.98522479998
2013-04-29,0.12018348623853208,0.3963302752293581,0.07458715596330277,18,144.0,363795.4562318201
2013-04-30,0.15362318840579708,0.4115942028985507,0.10391304347826083,16,139.2,228081.02062457995
2013-05-01,0.08476190476190468,0.4647619047619049,0.046285714285714256,84,116.4,292538.6939631902
2013-05-02,0.06691176470588235,0.3772058823529415,0.0388970588235294,54,106.3,324557.13114726986
2013-05-03,0.021311475409836068,0.4737704918032787,0.008606557377049184,28,98.1,318923.88827155
2013-05-04,0.0792207792207792,0.4246753246753247,0.08311688311688313,36,112.9,184233.53986431
2013-05-05,0.16447368421052636,0.4342105263157897,0.11342105263157892,76,116.0,202545.9158953698
2013-05-06,0.15339805825242722,0.4116504854368933,0.11553398058252427,82,112.3,306104.4456960102
2013-05-07,0.0850574712643678,0.3333333333333333,0.038390804597701146,61,109.6,441989.19015797024
2013-05-08,0.20000000000000004,0.4511904761904762,0.11773809523809528,75,113.2,335864.65478283004
2013-05-09,0.19318181818181826,0.421590909090909,0.15022727272727274,91,112.8,180316.90470254992
2013-05-10,0.17200000000000004,0.4386666666666668,0.14173333333333338,26,117.7,222942.94805306985
2013-05-11,0.1333333333333333,0.4884057971014492,0.12521739130434786,18,115.6,222409.22170179992
2013-05-12,0.2153846153846154,0.4166666666666669,0.14935897435897433,95,114.8,225630.38671529005
2013-05-13,0.2303370786516855,0.41573033707865176,0.15325842696629216,66,118.0,315793.3047136299
2013-05-14,0.049586776859504134,0.3785123966942152,0.0256198347107438,64,111.4,249369.5480142
2013-05-15,-0.02543859649122806,0.3728070175438599,-0.024385964912280702,69,114.2,267976.5156544199
2013-05-16,0.1,0.3563636363636364,0.071,68,118.2,232027.25361117
2013-05-17,0.09677419354838712,0.3580645161290324,0.05435483870967742,65,123.5,243903.78593388
2013-05-18,0.1617021276595745,0.3840425531914894,0.11063829787234043,63,123.2,182172.9250575801
2013-05-19,0.0924731182795699,0.3946236559139785,0.05537634408602151,73,122.5,132719.05004989
2013-05-20,0.13297872340425534,0.3521276595744682,0.08968085106382978,68,122.0,143904.23899183006
2013-05-21,0.12692307692307686,0.3602564102564104,0.08384615384615382,58,122.9,169458.87459805992
2013-05-22,0.07624999999999997,0.3475,0.0435,53,123.8,159595.97930191
2013-05-23,0.18860759493670887,0.4392405063291139,0.11696202531645568,52,126.3,169453.8753461499
2013-05-24,0.21093750000000006,0.4859375,0.14687499999999998,52,133.1,231680.47478275
2013-05-25,0.1229508196721311,0.4508196721311477,0.06721311475409837,48,132.0,202214.19659329992
2013-05-26,0.16883116883116886,0.4064935064935066,0.12038961038961038,44,133.5,76975.35363688004
2013-05-27,0.1578125,0.3140625,0.0971875,48,129.8,175857.75842635002
2013-05-28,0.07578947368421053,0.4326315789473686,0.011684210526315802,59,129.0,190080.951136
2013-05-29,0.12027027027027028,0.3918918918918921,0.07108108108108108,65,132.3,198489.20559974
2013-05-30,0.11846153846153845,0.35692307692307684,0.06969230769230769,59,128.8,216687.81137183995
2013-05-31,0.128,0.252,0.056800000000000024,56,128.8,137124.60367966993
2013-06-01,0.1534482758620689,0.4155172413793103,0.10810344827586206,83,129.3,108927.73966330002
2013-06-02,0.1567164179104478,0.3970149253731343,0.10059701492537312,68,122.5,147802.25691849002
2013-06-03,0.1234375,0.465625,0.08140625,35,120.7,257994.58027862
2013-06-04,0.12244897959183675,0.43265306122448993,0.07928571428571428,30,121.4,207129.02660192
2013-06-05,0.12448979591836735,0.37755102040816335,0.09224489795918367,76,121.9,183258.53811499997
2013-06-06,0.10540540540540544,0.3702702702702702,0.06594594594594594,89,119.0,204730.35534172985
2013-06-07,0.10447761194029848,0.4029850746268657,0.06477611940298504,57,111.0,232258.04477953003
2013-06-08,0.09827586206896552,0.4344827586206896,0.06206896551724135,64,107.9,139729.28745275
2013-06-09,0.09857142857142856,0.3271428571428573,0.07042857142857144,83,100.4,257841.07891350987
2013-06-10,0.20724637681159416,0.40869565217391307,0.1344927536231884,21,106.3,172645.48680533996
2013-06-11,0.07631578947368421,0.4105263157894736,0.0575,22,109.0,168592.89652915995
2013-06-12,0.17258064516129032,0.4129032258064516,0.11129032258064517,86,108.8,175917.99486802993
2013-06-13,0.23442622950819675,0.3836065573770492,0.15311475409836067,77,103.9,164016.26948392007
2013-06-14,0.17377049180327875,0.3196721311475409,0.10901639344262294,72,100.0,206874.78406548
2013-06-15,0.18730158730158725,0.3777777777777777,0.10666666666666663,68,99.8,125331.21858852998
2013-06-16,0.1263157894736842,0.32631578947368417,0.0650877192982456,70,99.9,138119.18358573006
2013-06-17,0.10399999999999998,0.3386666666666667,0.060399999999999975,71,101.9,151821.25312999
2013-06-18,0.21325301204819272,0.43493975903614457,0.1609638554216867,78,107.3,172246.69358119005
2013-06-19,0.19322033898305085,0.3728813559322035,0.11898305084745765,72,108.3,141255.46868804007
2013-06-20,0.12533333333333338,0.41333333333333344,0.0812,71,111.3,178309.46495869017
2013-06-21,0.09137931034482756,0.4379310344827586,0.07206896551724139,74,109.5,200048.709066
2013-06-22,0.14918032786885246,0.3442622950819673,0.07934426229508197,69,108.2,126501.68032741
2013-06-23,0.06043956043956041,0.3846153846153849,0.035714285714285705,75,107.9,116206.17137991
2013-06-24,-0.01864406779661016,0.3474576271186442,-0.029237288135593238,86,102.1,186333.8330384301
2013-06-25,0.0848484848484848,0.2818181818181818,0.047727272727272715,78,103.3,157426.98187214998
2013-06-26,0.0814814814814815,0.4629629629629631,0.059135802469135815,76,104.0,169601.88330031995
2013-06-27,0.13125,0.43125,0.08749999999999998,79,101.7,150127.75507653994
2013-06-28,0.06666666666666665,0.4261904761904762,0.024523809523809524,73,94.7,190869.56568753003
2013-06-29,0.1548387096774194,0.43064516129032265,0.1303225806451613,72,95.0,127999.87663246998
2013-06-30,0.11578947368421047,0.4596491228070176,0.06701754385964913,93,97.5,115892.94108377
2013-07-01,0.1022222222222222,0.3322222222222223,0.04411111111111108,63,84.6,285111.57713382994
2013-07-02,0.125,0.35803571428571423,0.08625000000000002,52,87.7,220776.89104219005
2013-07-03,0.125,0.3738636363636363,0.07250000000000002,33,76.9,299265.07164185995
2013-07-04,0.20666666666666672,0.3766666666666668,0.11377777777777782,32,77.7,356894.59055888024
2013-07-05,0.05822784810126583,0.3860759493670886,0.029999999999999995,69,66.3,334281.76334112004
2013-07-06,0.25081967213114753,0.3983606557377049,0.16721311475409836,83,66.8,215660.64166076988
2013-07-07,0.0956521739130435,0.35652173913043483,0.0717391304347826,51,72.5,155451.20474673
2013-07-08,0.19873417721518988,0.3772151898734177,0.1537974683544304,60,74.6,226004.28992449012
2013-07-09,0.19210526315789475,0.3671052631578948,0.13921052631578948,75,74.2,379718.5597135999
2013-07-10,0.12075471698113213,0.4660377358490566,0.08905660377358493,22,84.5,308148.0546352501
2013-07-11,0.23648648648648646,0.4486486486486487,0.1817567567567567,24,91.2,272371.8387975001
2013-07-12,0.2222222222222222,0.42777777777777787,0.17166666666666672,93,88.5,281110.16750312014
2013-07-13,0.2,0.4066666666666668,0.12250000000000005,50,91.4,300592.21843572985
2013-07-14,0.16,0.4490909090909093,0.09636363636363636,47,90.4,149433.12476393007
2013-07-15,0.11733333333333335,0.332,0.0601333333333333,50,93.1,176194.72069405005
2013-07-16,0.10547945205479453,0.3328767123287672,0.0552054794520548,46,92.7,232756.6970850599
2013-07-17,0.03802816901408452,0.31267605633802825,0.014647887323943672,44,90.5,396981.9868265698
2013-07-18,0.153125,0.3203125000000001,0.0746875,44,85.4,448990.5907407701
2013-07-19,0.18181818181818185,0.38000000000000017,0.09490909090909087,43,85.8,188610.63940035
2013-07-20,0.16785714285714276,0.44285714285714295,0.1073214285714286,43,85.7,119391.31528708005
2013-07-21,0.2813559322033899,0.4508474576271186,0.1840677966101695,40,85.5,158308.95815656005
2013-07-22,0.11702127659574466,0.2638297872340425,0.058936170212765926,48,86.1,229899.61915
2013-07-23,0.03655913978494625,0.3827956989247312,0.009677419354838712,49,86.9,332366.9009713101
2013-07-24,0.030952380952380943,0.4095238095238096,0.021071428571428574,51,87.5,234050.33231386985
2013-07-25,0.1475409836065574,0.43770491803278705,0.10114754098360654,49,89.4,198727.34080563
2013-07-26,0.1362068965517241,0.3931034482758621,0.09879310344827584,44,90.6,246644.96399876004
2013-07-27,0.05,0.3625000000000001,0.014375000000000006,40,89.1,115105.29993903008
2013-07-28,0.0879310344827586,0.4362068965517241,0.0493103448275862,43,92.1,138134.53019534
2013-07-29,-0.04146341463414634,0.4597560975609758,-0.0126829268292683,45,93.3,190492.73937438987
2013-07-30,0.0009708737864077491,0.3980582524271845,-0.00495145631067961,52,96.3,225728.50498637
2013-07-31,0.12777777777777774,0.37083333333333335,0.08458333333333333,56,97.9,241425.57072729
2013-08-01,0.13823529411764707,0.4558823529411765,0.09720588235294116,68,96.4,243907.4732366201
2013-08-02,0.1318181818181819,0.4500000000000001,0.07469696969696968,59,97.2,191438.45372861
2013-08-03,0.0919354838709677,0.3693548387096774,0.04193548387096773,30,96.7,228265.6328672699
2013-08-04,0.09999999999999996,0.3365079365079366,0.056190476190476187,43,96.6,110029.65877089996
2013-08-05,0.14929577464788732,0.3732394366197184,0.09028169014084506,61,96.9,228197.48477775013
2013-08-06,0.18620689655172404,0.4431034482758621,0.13999999999999996,81,97.1,159730.28231112007
2013-08-07,0.059740259740259725,0.2285714285714286,0.009090909090909094,55,96.9,189388.40381904
2013-08-08,0.09876543209876544,0.32716049382716056,0.07592592592592592,72,94.8,181941.43566783
2013-08-09,0.11833333333333332,0.3216666666666667,0.08499999999999999,86,93.4,151509.93434709994
2013-08-10,0.2,0.3727272727272728,0.1294805194805195,21,93.3,136199.86004605005
2013-08-11,0.05375,0.33,0.015,26,94.2,126589.27055939006
2013-08-12,0.1,0.2765517241379312,0.052758620689655165,67,95.1,267134.09801897994
2013-08-13,0.08256880733944956,0.35321100917431186,0.04220183486238531,81,97.9,245074.45282489012
2013-08-14,0.1769911504424779,0.4274336283185842,0.1120353982300885,100,98.0,224312.98760389996
2013-08-15,0.061052631578947324,0.36000000000000004,0.043894736842105236,86,97.5,217450.44502080005
2013-08-16,0.16666666666666666,0.36794871794871786,0.10256410256410256,78,98.3,157101.94647745008
2013-08-17,0.15974025974025974,0.32857142857142857,0.10233766233766232,75,99.6,114536.98341372995
2013-08-18,0.08088235294117647,0.2558823529411765,0.04205882352941177,82,98.8,107422.49324048003
2013-08-19,0.14716981132075466,0.3537735849056605,0.08377358490566036,96,102.3,224456.19084183
2013-08-20,0.17850467289719624,0.3663551401869161,0.10710280373831774,90,105.0,241164.20661891004
2013-08-21,0.20361445783132545,0.3626506024096386,0.1289156626506024,92,111.4,199706.29926530004
2013-08-22,0.15764705882352936,0.3929411764705884,0.09199999999999996,82,109.7,179738.34064306004
2013-08-23,0.23750000000000016,0.4477272727272728,0.1864772727272728,69,107.6,177650.06223172997
2013-08-24,0.15072463768115946,0.3956521739130434,0.0917391304347826,68,108.7,119884.59513827994
2013-08-25,0.09444444444444444,0.2472222222222223,0.06180555555555554,68,111.8,104578.42925910001
2013-08-26,0.14597701149425282,0.32643678160919537,0.10540229885057473,72,112.2,174454.59641477992
2013-08-27,0.17500000000000004,0.3631578947368422,0.10368421052631578,80,117.4,219203.85182866995
2013-08-28,0.22087912087912093,0.4714285714285716,0.14956043956043955,79,117.6,218129.13739482008
2013-08-29,0.1357142857142857,0.3642857142857144,0.07457142857142858,69,117.5,230904.47718338016
2013-08-30,0.06588235294117648,0.4247058823529413,0.04658823529411764,67,123.2,193471.43664041016
2013-08-31,0.19852941176470587,0.4544117647058823,0.1357352941176471,69,129.5,155849.5588608699
2013-09-01,0.16623376623376632,0.4298701298701301,0.10974025974025974,72,128.3,153314.92428665
2013-09-02,0.2343283582089553,0.4582089552238806,0.18298507462686567,56,127.4,165882.39906085
2013-09-03,0.2151515151515152,0.3560606060606061,0.14333333333333334,29,127.6,225422.079762
2013-09-04,0.16027397260273982,0.4219178082191783,0.10547945205479453,54,120.6,183217.72771321
2013-09-05,0.0985294117647059,0.3485294117647058,0.06617647058823531,68,120.5,177049.89673930997
2013-09-06,0.16842105263157892,0.4719298245614037,0.1440350877192982,97,116.3,152357.11517920994
2013-09-07,0.2467741935483871,0.4145161290322582,0.1404838709677419,52,119.1,105185.05527183002
2013-09-08,0.1016393442622951,0.3540983606557377,0.05,69,116.6,88442.26568392004
2013-09-09,0.16813186813186812,0.4131868131868131,0.11549450549450553,96,120.0,165578.4276796202
2013-09-10,0.14302325581395348,0.394186046511628,0.11162790697674417,21,121.5,137684.08499142
2013-09-11,0.17439024390243898,0.4304878048780488,0.13048780487804876,24,125.4,142910.01489417005
2013-09-12,0.06935483870967743,0.4129032258064517,0.040161290322580666,66,125.8,158748.09555927993
2013-09-13,0.11060606060606057,0.4121212121212121,0.07060606060606057,76,126.5,139789.45665451008
2013-09-14,0.12542372881355934,0.34406779661016945,0.07050847457627119,71,124.1,120015.31889617002
2013-09-15,0.23225806451612904,0.3741935483870967,0.15161290322580648,75,124.6,97456.89259613997
2013-09-16,0.11621621621621618,0.3864864864864865,0.08175675675675673,80,125.1,163942.68639727
2013-09-17,0.16329113924050626,0.3873417721518988,0.09405063291139236,80,126.0,140261.22043916
2013-09-18,0.1111111111111111,0.3486111111111112,0.06555555555555555,77,126.3,169965.65476231006
2013-09-19,0.205,0.3766666666666668,0.12916666666666668,73,124.2,237642.10423061
2013-09-20,0.1902439024390244,0.4085365853658536,0.13878048780487806,100,122.9,158254.59884884005
2013-09-21,0.18266666666666664,0.4039999999999999,0.10826666666666664,89,122.6,113121.38518494008
2013-09-22,0.19180327868852468,0.4540983606557379,0.1257377049180328,77,122.7,130893.40564173006
2013-09-23,0.19677419354838716,0.3596774193548388,0.13709677419354835,90,122.2,192107.5501421
2013-09-24,0.203030303030303,0.3969696969696971,0.15848484848484848,88,122.5,240514.5754879901
2013-09-25,0.2057692307692308,0.4173076923076924,0.11365384615384615,79,123.4,202016.49067269996
2013-09-26,0.16774193548387095,0.4505376344086022,0.12526881720430105,85,123.5,161404.05316356002
2013-09-27,0.15555555555555553,0.4027777777777778,0.0915277777777778,78,123.5,166886.34956235986
2013-09-28,0.17627118644067788,0.4084745762711864,0.12389830508474572,81,124.8,121942.85342383
2013-09-29,0.2,0.4145161290322581,0.15129032258064518,77,125.2,155201.74551582
2013-09-30,0.207936507936508,0.38888888888888895,0.14015873015873018,85,123.1,185709.46842477
2013-10-01,0.12456140350877187,0.2947368421052632,0.07035087719298244,75,125.5,239574.95186733987
2013-10-02,0.010897435897435886,0.3929487179487179,0.009038461538461535,60,99.8,387246.18301385
2013-10-03,0.01040000000000001,0.408,-0.004800000000000002,31,116.8,249282.67211328
2013-10-04,0.040404040404040414,0.3787878787878788,0.0202020202020202,82,121.3,141664.55357629005
2013-10-05,0.12361111111111107,0.4111111111111113,0.09069444444444444,62,121.1,101657.93025311998
2013-10-06,0.07662337662337658,0.3701298701298703,0.035584415584415566,91,121.7,98719.53514323004
2013-10-07,0.09600000000000004,0.3900000000000001,0.08080000000000004,51,123.2,205348.7118476401
2013-10-08,0.07349397590361444,0.3433734939759036,0.04156626506024096,59,124.3,131866.82666575
2013-10-09,0.1540229885057472,0.4850574712643679,0.12758620689655173,78,125.8,191248.05167481
2013-10-10,0.07012987012987014,0.3909090909090909,0.0538961038961039,18,125.7,153203.78834891994
2013-10-11,0.09367088607594937,0.37974683544303794,0.060126582278481014,22,125.5,173427.01026714
2013-10-12,0.15820895522388062,0.41791044776119424,0.0828358208955224,59,126.5,120375.95726098005
2013-10-13,0.17580645161290326,0.3822580645161292,0.11419354838709678,13,130.4,119770.90038174005
2013-10-14,0.14473684210526316,0.41842105263157897,0.09473684210526316,18,133.0,176306.75143377995
2013-10-15,0.13925233644859816,0.3392523364485981,0.09121495327102803,20,138.6,206391.15278192013
2013-10-16,0.10985915492957744,0.31267605633802825,0.09183098591549296,20,137.4,239906.31425250004
2013-10-17,0.1063829787234043,0.3595744680851065,0.06404255319148935,19,142.7,154344.97651121006
2013-10-18,0.11666666666666667,0.4013888888888889,0.0875,18,149.6,165807.79466198993
2013-10-19,0.08953488372093023,0.3686046511627908,0.044767441860465114,22,159.8,184722.59343804003
2013-10-20,0.1641791044776119,0.4149253731343284,0.10044776119402984,20,163.1,137640.21392144007
2013-10-21,0.11086956521739133,0.33478260869565224,0.0765217391304348,19,174.2,233287.29530493004
2013-10-22,0.15730337078651685,0.3606741573033708,0.10719101123595502,25,183.9,319389.19252389
2013-10-23,0.14814814814814814,0.4469135802469137,0.12012345679012346,24,200.6,271397.7991173401
2013-10-24,0.14777777777777776,0.3866666666666668,0.10366666666666667,25,183.1,226408.27529929
