date,score,magnitude,sentiment
2010-08-09,0.1,0.1,0.010000000000000002
2010-08-11,0.35,1.0,0.385
2010-08-12,0.0,0.0,0.0
2010-08-13,-0.1,0.2,-0.04000000000000001
2010-08-14,0.6599999999999999,0.6599999999999999,0.526
2010-08-15,-0.2,0.2,-0.04000000000000001
2010-08-16,0.17500000000000002,0.225,0.15750000000000003
2010-08-17,0.55,0.55,0.305
2010-08-18,0.05,0.05,0.005000000000000001
2010-08-21,0.0,1.075,0.04999999999999996
2010-08-23,0.6,0.6,0.36
2010-08-26,-0.08333333333333333,0.15,-0.015000000000000005
2010-08-27,0.325,0.575,0.3725
2010-08-28,-0.2,0.2,-0.04000000000000001
2010-08-29,-0.15000000000000002,0.15000000000000002,-0.025000000000000005
2010-08-30,0.0,0.125,0.0
2010-08-31,0.2,0.4,0.08000000000000002
2010-09-01,0.05,0.15,0.015
2010-09-02,0.8,0.8,0.6400000000000001
2010-09-03,0.1,0.1,0.010000000000000002
2010-09-06,0.3666666666666667,0.3666666666666667,0.15000000000000002
2010-09-08,0.25,0.3666666666666667,0.17833333333333334
2010-09-10,0.1,0.1,0.010000000000000002
2010-09-12,0.7,0.7,0.48999999999999994
2010-09-13,0.9,0.9,0.81
2010-09-14,0.0,0.0,0.0
2010-09-15,-0.27499999999999997,0.375,-0.15749999999999997
2010-09-19,0.1,0.1,0.010000000000000002
2010-09-21,0.7,0.7,0.48999999999999994
2010-09-22,0.6,0.6,0.36
2010-09-26,0.3666666666666667,0.3666666666666667,0.19666666666666666
2010-09-28,0.2,0.2,0.04000000000000001
2010-09-30,0.0,0.0,0.0
2010-10-04,0.20000000000000004,0.3333333333333333,0.11333333333333336
2010-10-05,0.1,0.26,0.034
2010-10-06,0.15000000000000002,0.15000000000000002,0.035
2010-10-07,-0.09999999999999999,0.2,-0.039999999999999994
2010-10-08,0.1,0.55,0.05500000000000001
2010-10-09,0.1,0.1,0.010000000000000002
2010-10-10,0.3,0.3,0.09
2010-10-11,0.0,0.3,0.0
2010-10-12,0.7,0.7,0.48999999999999994
2010-10-15,0.2,0.5,0.1
2010-10-16,0.2571428571428572,0.4142857142857143,0.12714285714285714
2010-10-17,0.7,0.7,0.48999999999999994
2010-10-18,0.10000000000000002,0.27777777777777773,0.036296296296296306
2010-10-19,0.22000000000000003,0.38,0.16999999999999998
2010-10-20,0.22222222222222227,0.25,0.09333333333333335
2010-10-21,0.03846153846153847,0.36923076923076914,0.010000000000000009
2010-10-22,0.175,0.47000000000000003,0.168
2010-10-23,0.1,0.37,0.051000000000000004
2010-10-24,0.4,0.525,0.28250000000000003
2010-10-25,0.16666666666666666,0.3,0.105
2010-10-26,-2.523234146875356e-18,0.41818181818181815,0.009999999999999998
2010-10-27,0.03333333333333335,0.6666666666666666,-0.056666666666666664
2010-10-28,0.05,0.55,0.020000000000000004
2010-10-29,0.053333333333333344,0.37333333333333335,0.056
2010-10-30,0.20000000000000004,0.7000000000000001,0.09666666666666668
2010-10-31,0.1,0.16,0.05
2010-11-01,0.23571428571428568,0.34285714285714286,0.135
2010-11-02,0.08888888888888888,0.6333333333333333,0.014444444444444454
2010-11-03,0.19999999999999998,0.43333333333333335,0.17833333333333334
2010-11-04,-0.16666666666666666,0.3666666666666667,-0.13666666666666663
2010-11-05,0.145,0.18000000000000002,0.0655
2010-11-06,0.15714285714285714,0.3190476190476191,0.12619047619047621
2010-11-07,0.2,0.38750000000000007,0.14250000000000002
2010-11-08,0.08636363636363636,0.41818181818181815,0.09272727272727273
2010-11-09,0.05999999999999999,0.36400000000000005,0.04839999999999999
2010-11-10,0.07586206896551725,0.4448275862068965,0.08344827586206896
2010-11-11,-0.07058823529411766,0.40588235294117647,-0.04764705882352943
2010-11-12,0.27499999999999997,0.42500000000000004,0.16
2010-11-13,0.0625,0.26249999999999996,0.07499999999999998
2010-11-14,0.2111111111111111,0.3111111111111111,0.08888888888888889
2010-11-15,0.15185185185185188,0.3222222222222222,0.10185185185185185
2010-11-16,0.17333333333333328,0.5666666666666667,0.15733333333333333
2010-11-17,0.13999999999999999,0.48,0.095
2010-11-18,0.32,0.6399999999999999,0.17099999999999999
2010-11-19,0.21818181818181814,0.4727272727272727,0.15363636363636365
2010-11-20,-0.030000000000000006,0.25,-0.020999999999999998
2010-11-21,0.07222222222222223,0.3555555555555555,0.04944444444444445
2010-11-22,0.31999999999999995,0.4666666666666666,0.19666666666666666
2010-11-23,0.1375,0.35833333333333334,0.11
2010-11-24,0.08823529411764706,0.36470588235294116,0.04882352941176471
2010-11-25,0.15,0.30833333333333335,0.10083333333333334
2010-11-26,0.041176470588235294,0.32941176470588235,0.013529411764705885
2010-11-27,0.25652173913043474,0.5043478260869564,0.2121739130434782
2010-11-28,0.09166666666666666,0.5166666666666666,0.09250000000000001
2010-11-29,-0.052941176470588214,0.5,-0.06
2010-11-30,0.11785714285714285,0.32857142857142846,0.0925
2010-12-01,0.05,0.3727272727272727,0.044545454545454555
2010-12-02,0.10454545454545458,0.44999999999999996,0.0790909090909091
2010-12-03,0.052941176470588235,0.28823529411764715,0.020588235294117654
2010-12-04,0.07500000000000002,0.39,0.05000000000000001
2010-12-05,0.0846153846153846,0.4576923076923076,0.08307692307692306
2010-12-06,0.17045454545454544,0.49999999999999994,0.1156818181818182
2010-12-07,0.11860465116279069,0.4162790697674417,0.07930232558139533
2010-12-08,0.27499999999999997,0.5749999999999998,0.17750000000000002
2010-12-09,0.06666666666666668,0.24285714285714283,0.0380952380952381
2010-12-10,0.04516129032258065,0.3516129032258064,0.017741935483870968
2010-12-11,0.1878048780487805,0.39268292682926825,0.10829268292682925
2010-12-12,0.1310344827586207,0.3620689655172413,0.05862068965517242
2010-12-13,0.15151515151515155,0.3636363636363637,0.09727272727272729
2010-12-14,0.0923076923076923,0.37307692307692314,0.06423076923076924
2010-12-15,0.22666666666666666,0.40888888888888886,0.13133333333333333
2010-12-16,0.14482758620689654,0.4448275862068966,0.04689655172413793
2010-12-17,0.10434782608695652,0.4,0.09695652173913041
2010-12-18,0.15,0.47058823529411764,0.10470588235294119
2010-12-19,0.22,0.3333333333333333,0.11266666666666666
2010-12-20,0.13157894736842105,0.5157894736842104,0.1
2010-12-21,0.25555555555555554,0.31111111111111106,0.1277777777777778
2010-12-22,0.2,0.38888888888888884,0.12333333333333332
2010-12-23,-0.047619047619047616,0.46190476190476204,-0.03904761904761904
2010-12-24,0.18,0.42000000000000004,0.156
2010-12-25,0.2285714285714286,0.6,0.1471428571428572
2010-12-26,0.10000000000000002,0.4583333333333333,0.057500000000000016
2010-12-27,0.11578947368421055,0.4210526315789473,0.08157894736842106
2010-12-28,0.25625000000000003,0.4312499999999999,0.16187499999999996
2010-12-29,0.05945945945945945,0.2648648648648648,0.03918918918918919
2010-12-30,0.1571428571428571,0.29999999999999993,0.11750000000000002
2010-12-31,0.0823529411764706,0.3117647058823529,0.08764705882352943
2011-01-01,0.0857142857142857,0.2642857142857143,0.05857142857142857
2011-01-02,0.16842105263157894,0.36315789473684207,0.11736842105263158
2011-01-03,0.017857142857142867,0.46785714285714297,-0.006071428571428576
2011-01-04,0.26153846153846155,0.4076923076923077,0.17153846153846153
2011-01-05,0.09473684210526315,0.41578947368421043,0.07315789473684209
2011-01-06,0.1423076923076923,0.2769230769230769,0.07807692307692309
2011-01-07,0.24000000000000005,0.43999999999999995,0.16100000000000003
2011-01-08,0.2714285714285714,0.32857142857142857,0.13857142857142857
2011-01-09,0.13529411764705884,0.4176470588235295,0.08411764705882352
2011-01-10,0.23636363636363641,0.35454545454545455,0.1272727272727273
2011-01-11,0.22499999999999992,0.32857142857142857,0.1264285714285714
2011-01-12,0.13500000000000004,0.31999999999999995,0.0615
2011-01-13,0.19999999999999998,0.42499999999999993,0.16166666666666668
2011-01-14,0.29374999999999996,0.36875,0.17437499999999997
2011-01-15,0.18823529411764703,0.4411764705882353,0.1476470588235294
2011-01-16,0.15789473684210525,0.3526315789473684,0.1142105263157895
2011-01-17,0.041666666666666664,0.31666666666666665,0.04083333333333333
2011-01-18,0.2,0.4428571428571428,0.13214285714285715
2011-01-19,0.2571428571428572,0.4095238095238095,0.15952380952380954
2011-01-20,0.10357142857142856,0.3178571428571428,0.09892857142857146
2011-01-21,0.030000000000000006,0.41000000000000003,0.088
2011-01-22,0.09333333333333332,0.2733333333333333,0.07866666666666666
2011-01-23,0.16666666666666666,0.29047619047619055,0.10095238095238096
2011-01-24,-0.020833333333333332,0.3,-0.00708333333333333
2011-01-25,0.03333333333333332,0.2619047619047619,0.03761904761904762
2011-01-26,0.08571428571428573,0.34761904761904766,0.030952380952380953
2011-01-27,0.08888888888888889,0.22222222222222227,0.06333333333333334
2011-01-28,0.23749999999999993,0.3583333333333332,0.15416666666666667
2011-01-29,0.16875,0.29374999999999996,0.07250000000000001
2011-01-30,-0.021428571428571432,0.2928571428571428,-0.03142857142857144
2011-01-31,0.15555555555555556,0.3111111111111111,0.1222222222222222
2011-02-01,0.19354838709677416,0.47419354838709665,0.1590322580645161
2011-02-02,0.27692307692307694,0.5153846153846153,0.18076923076923077
2011-02-03,0.20769230769230768,0.5153846153846154,0.14692307692307696
2011-02-04,0.21999999999999997,0.41,0.13799999999999998
2011-02-05,0.15555555555555556,0.40555555555555556,0.09111111111111111
2011-02-06,0.25999999999999995,0.39,0.157
2011-02-07,0.08499999999999999,0.32499999999999996,0.030499999999999992
2011-02-08,0.2076923076923077,0.38461538461538464,0.15153846153846157
2011-02-09,0.23673469387755117,0.5653061224489797,0.2320408163265306
2011-02-10,0.14347826086956522,0.25217391304347825,0.09217391304347824
2011-02-11,0.19722222222222224,0.436111111111111,0.13444444444444448
2011-02-12,0.17894736842105266,0.3578947368421053,0.12184210526315789
2011-02-13,0.2147058823529412,0.37941176470588234,0.13470588235294118
2011-02-14,0.1571428571428571,0.3885714285714285,0.10485714285714287
2011-02-15,0.21935483870967737,0.4935483870967742,0.1561290322580645
2011-02-16,0.23529411764705876,0.41470588235294115,0.15058823529411763
2011-02-17,0.20689655172413793,0.396551724137931,0.1382758620689655
2011-02-18,0.10303030303030303,0.509090909090909,0.06515151515151518
2011-02-19,0.1838709677419355,0.3096774193548387,0.1296774193548387
2011-02-20,0.1121212121212121,0.4393939393939394,0.0675757575757576
2011-02-21,0.08666666666666668,0.3333333333333332,0.05066666666666667
2011-02-22,0.17999999999999997,0.3400000000000001,0.10159999999999998
2011-02-23,0.19428571428571426,0.3857142857142857,0.14514285714285713
2011-02-24,0.18148148148148144,0.4629629629629629,0.11074074074074075
2011-02-25,0.18399999999999994,0.284,0.11879999999999999
2011-02-26,0.23235294117647057,0.3970588235294117,0.14029411764705882
2011-02-27,0.15312499999999998,0.46249999999999997,0.07750000000000001
2011-02-28,0.23636363636363641,0.5113636363636365,0.2259090909090909
2011-03-01,0.32000000000000006,0.5466666666666669,0.22866666666666666
2011-03-02,0.23076923076923078,0.45641025641025645,0.15153846153846154
2011-03-03,0.19047619047619047,0.3904761904761904,0.11666666666666665
2011-03-04,0.1594594594594595,0.3891891891891891,0.08405405405405406
2011-03-05,0.16842105263157894,0.5210526315789473,0.11947368421052632
2011-03-06,0.10416666666666667,0.33333333333333326,0.06166666666666667
2011-03-07,0.2171428571428571,0.48285714285714293,0.14314285714285713
2011-03-08,0.1297297297297297,0.48918918918918913,0.08864864864864867
2011-03-09,0.014285714285714282,0.2785714285714285,-0.004642857142857143
2011-03-10,0.12499999999999999,0.40312499999999996,0.0796875
2011-03-11,0.0964285714285714,0.42142857142857126,0.08928571428571427
2011-03-12,0.024999999999999994,0.23500000000000001,-0.006499999999999994
2011-03-13,0.0035714285714285665,0.35714285714285704,0.004642857142857137
2011-03-14,0.13000000000000003,0.365,0.09850000000000003
2011-03-15,0.128,0.38800000000000007,0.05480000000000002
2011-03-16,0.21904761904761907,0.40952380952380957,0.1161904761904762
2011-03-17,0.20526315789473681,0.3210526315789474,0.08157894736842107
2011-03-18,0.19629629629629633,0.45925925925925926,0.11962962962962964
2011-03-19,0.2421052631578947,0.42105263157894735,0.17578947368421055
2011-03-20,0.049999999999999996,0.19999999999999998,0.03333333333333335
2011-03-21,0.1675,0.36,0.11674999999999998
2011-03-22,0.14864864864864868,0.40540540540540543,0.11486486486486487
2011-03-23,0.20277777777777778,0.39444444444444443,0.12666666666666665
2011-03-24,0.1511627906976744,0.4325581395348839,0.11651162790697674
2011-03-25,0.28048780487804875,0.4365853658536585,0.175609756097561
2011-03-26,0.06538461538461539,0.34615384615384615,0.06499999999999999
2011-03-27,0.1446808510638298,0.3893617021276596,0.08702127659574466
2011-03-28,0.07500000000000001,0.38750000000000007,0.040249999999999994
2011-03-29,0.253125,0.45625000000000016,0.15687500000000004
2011-03-30,0.14838709677419357,0.35806451612903206,0.09161290322580645
2011-03-31,0.175609756097561,0.2975609756097561,0.09560975609756098
2011-04-01,0.1297297297297297,0.35945945945945945,0.09918918918918919
2011-04-02,0.12903225806451615,0.4129032258064515,0.09161290322580642
2011-04-03,0.27499999999999997,0.46874999999999994,0.19625000000000004
2011-04-04,0.18749999999999997,0.41500000000000004,0.14300000000000002
2011-04-05,0.1606060606060606,0.44848484848484843,0.11818181818181817
2011-04-06,0.1046511627906977,0.40465116279069757,0.05930232558139534
2011-04-07,0.21749999999999994,0.3625000000000001,0.11274999999999999
2011-04-08,0.13913043478260864,0.3630434782608697,0.0845652173913043
2011-04-09,0.06764705882352941,0.30588235294117644,0.013529411764705885
2011-04-10,0.264,0.5320000000000001,0.18440000000000004
2011-04-11,0.21600000000000003,0.472,0.158
2011-04-12,0.11666666666666668,0.18333333333333335,0.08499999999999998
2011-04-13,0.12195121951219512,0.38048780487804873,0.0851219512195122
2011-04-14,0.09069767441860464,0.30465116279069765,0.039534883720930225
2011-04-15,0.2378378378378378,0.5162162162162163,0.19081081081081083
2011-04-16,0.17755102040816326,0.3510204081632653,0.11102040816326532
2011-04-17,0.2354166666666667,0.39999999999999997,0.17250000000000001
2011-04-18,0.24599999999999994,0.4700000000000001,0.15120000000000006
2011-04-19,0.04390243902439024,0.4024390243902438,0.022439024390243888
2011-04-20,0.0926829268292683,0.3487804878048781,0.0551219512195122
2011-04-21,0.15945945945945944,0.35405405405405393,0.10513513513513512
2011-04-22,0.13863636363636364,0.44772727272727264,0.1268181818181818
2011-04-23,0.15777777777777777,0.3622222222222222,0.098
2011-04-24,0.1,0.45999999999999996,0.05700000000000001
2011-04-25,0.07575757575757576,0.4212121212121212,0.029696969696969704
2011-04-26,0.0563636363636364,0.41818181818181804,0.024363636363636372
2011-04-27,0.001587301587301574,0.453968253968254,0.04476190476190476
2011-04-28,0.0970588235294118,0.3970588235294117,0.05705882352941177
2011-04-29,0.1372093023255814,0.3604651162790698,0.07255813953488373
2011-04-30,-0.002941176470588233,0.37941176470588234,-0.0073529411764705725
2011-05-01,0.0375,0.48437499999999994,0.002187499999999996
2011-05-02,0.13043478260869568,0.42391304347826086,0.06956521739130433
2011-05-03,-0.08148148148148149,0.5222222222222223,-0.028888888888888884
2011-05-04,0.18823529411764706,0.44411764705882334,0.14058823529411765
2011-05-05,0.14444444444444446,0.2555555555555556,0.04111111111111111
2011-05-06,0.3,0.5216216216216216,0.19648648648648653
2011-05-07,-0.028571428571428557,0.5122448979591836,-0.01693877551020407
2011-05-08,-0.0526315789473684,0.47105263157894744,-0.0681578947368421
2011-05-09,-0.047222222222222214,0.4722222222222221,-0.046388888888888896
2011-05-10,0.22439024390243897,0.48536585365853663,0.16804878048780492
2011-05-11,0.13518518518518519,0.40555555555555545,0.11259259259259258
2011-05-12,0.3085714285714286,0.5057142857142856,0.2742857142857143
2011-05-13,0.1625,0.4958333333333335,0.1275
2011-05-14,0.14565217391304344,0.4326086956521738,0.09282608695652173
2011-05-15,0.12727272727272726,0.490909090909091,0.08886363636363635
2011-05-16,-0.061904761904761914,0.4857142857142859,-0.03984126984126985
2011-05-17,0.029687500000000026,0.41718750000000004,0.005312499999999996
2011-05-18,0.029545454545454552,0.5704545454545455,0.06363636363636362
2011-05-19,0.060000000000000005,0.3871428571428573,0.04471428571428572
2011-05-20,0.1616666666666666,0.38666666666666666,0.11316666666666665
2011-05-21,-0.038461538461538464,0.42692307692307685,-0.037499999999999985
2011-05-22,0.04390243902439025,0.5195121951219513,-0.007804878048780481
2011-05-23,0.10806451612903226,0.3774193548387096,0.05677419354838712
2011-05-24,0.19374999999999995,0.42968749999999994,0.12953125000000007
2011-05-25,0.0595744680851064,0.3297872340425532,0.035106382978723406
2011-05-26,-0.01428571428571428,0.3904761904761904,-0.011666666666666667
2011-05-27,0.068,0.37799999999999995,0.0462
2011-05-28,0.1576923076923077,0.3961538461538462,0.11788461538461538
2011-05-29,-0.0173076923076923,0.5230769230769231,0.02346153846153847
2011-05-30,0.1425925925925926,0.5277777777777777,0.14870370370370373
2011-05-31,0.12000000000000002,0.45800000000000013,0.06399999999999999
2011-06-01,0.10967741935483874,0.4193548387096773,0.10177419354838711
2011-06-02,0.016071428571428573,0.4267857142857144,-0.005535714285714287
2011-06-03,0.15581395348837204,0.44651162790697674,0.11651162790697674
2011-06-04,0.10399999999999995,0.33400000000000013,0.06960000000000001
2011-06-05,0.10000000000000002,0.4200000000000002,0.06440000000000001
2011-06-06,0.10862068965517241,0.3344827586206897,0.05810344827586208
2011-06-07,0.07209302325581396,0.41627906976744183,0.04767441860465115
2011-06-08,0.06627906976744186,0.42441860465116277,0.02720930232558139
2011-06-09,0.02878787878787878,0.4772727272727273,0.005454545454545463
2011-06-10,0.18135593220338977,0.42203389830508464,0.12237288135593219
2011-06-11,0.11346153846153845,0.37307692307692303,0.0601923076923077
2011-06-12,0.14782608695652175,0.5065217391304345,0.12739130434782608
2011-06-13,0.12580645161290324,0.4564516129032258,0.09306451612903224
2011-06-14,0.1123076923076923,0.4307692307692309,0.07907692307692306
2011-06-15,0.02183908045977011,0.4275862068965517,0.004942528735632184
2011-06-16,-0.04126984126984126,0.446031746031746,-0.033650793650793646
2011-06-17,-0.12558139534883722,0.5139534883720929,-0.09220930232558142
2011-06-18,0.13800000000000007,0.4,0.08180000000000001
2011-06-19,-0.12499999999999993,0.5519230769230771,-0.10124999999999998
2011-06-20,-0.05784313725490196,0.4480392156862745,-0.04529411764705885
2011-06-21,0.010666666666666668,0.3746666666666665,0.02839999999999999
2011-06-22,0.04084507042253522,0.3788732394366199,0.030563380281690134
2011-06-23,0.07457627118644068,0.4525423728813561,0.05779661016949152
2011-06-24,0.0826086956521739,0.3760869565217391,0.05304347826086957
2011-06-25,0.07636363636363631,0.4581818181818182,0.04690909090909093
2011-06-26,0.02941176470588235,0.4254901960784314,0.053921568627451
2011-06-27,0.04285714285714289,0.4303571428571428,0.04107142857142858
2011-06-28,-0.007142857142857141,0.5089285714285715,0.005714285714285715
2011-06-29,-0.08076923076923076,0.45961538461538465,-0.061346153846153856
2011-06-30,0.04074074074074075,0.38518518518518524,0.03166666666666667
2011-07-01,0.019298245614035075,0.3789473684210526,0.0036842105263157825
2011-07-02,0.07968750000000001,0.3921875000000001,0.07265625000000002
2011-07-03,0.1537037037037037,0.4185185185185186,0.11555555555555552
2011-07-04,0.03389830508474574,0.47796610169491544,0.011864406779661017
2011-07-05,0.023529411764705875,0.35882352941176465,0.011617647058823542
2011-07-06,0.08444444444444443,0.4133333333333333,0.05288888888888889
2011-07-07,0.03442622950819673,0.4409836065573771,0.017049180327868865
2011-07-08,0.08888888888888895,0.4355555555555556,0.06222222222222222
2011-07-09,0.0788461538461538,0.5000000000000001,0.05346153846153845
2011-07-10,0.09000000000000004,0.34999999999999987,0.04320000000000001
2011-07-11,0.019512195121951244,0.448780487804878,0.02780487804878049
2011-07-12,0.10408163265306122,0.3979591836734694,0.09632653061224491
2011-07-13,0.13617021276595745,0.3808510638297873,0.11787234042553194
2011-07-14,0.061016949152542396,0.4474576271186441,0.02949152542372881
2011-07-15,-0.0019999999999999996,0.3500000000000001,-0.005400000000000005
2011-07-16,0.061702127659574474,0.3744680851063829,0.06276595744680853
2011-07-17,0.23529411764705876,0.41176470588235287,0.1631372549019608
2011-07-18,0.11200000000000003,0.3920000000000001,0.06340000000000001
2011-07-19,0.06341463414634148,0.5097560975609757,0.009756097560975615
2011-07-20,0.03200000000000001,0.4540000000000001,0.028999999999999998
2011-07-21,0.1760869565217391,0.4543478260869566,0.11782608695652173
2011-07-22,0.17250000000000001,0.5,0.14825000000000002
2011-07-23,0.06666666666666668,0.4666666666666668,0.05833333333333335
2011-07-24,0.14423076923076922,0.44038461538461543,0.1253846153846154
2011-07-25,0.012499999999999997,0.36041666666666666,0.027499999999999993
2011-07-26,0.0339622641509434,0.29622641509433967,0.04509433962264152
2011-07-27,0.011428571428571427,0.4142857142857142,0.012571428571428567
2011-07-28,0.041304347826086954,0.3934782608695652,0.011086956521739135
2011-07-29,0.05,0.452,0.03560000000000001
2011-07-30,0.0923076923076923,0.34230769230769226,0.04961538461538461
2011-07-31,0.005769230769230766,0.3769230769230768,-0.013846153846153838
2011-08-01,-0.06842105263157894,0.46578947368421053,-0.02736842105263158
2011-08-02,0.07435897435897436,0.4384615384615385,0.07589743589743592
2011-08-03,0.019512195121951223,0.38780487804878044,0.006829268292682933
2011-08-04,0.15681818181818183,0.45681818181818185,0.1293181818181818
2011-08-05,0.053658536585365846,0.3219512195121951,0.05024390243902439
2011-08-06,0.020370370370370355,0.3462962962962963,-0.001666666666666668
2011-08-07,0.014634146341463414,0.5365853658536586,0.013658536585365855
2011-08-08,-0.04047619047619048,0.41428571428571426,-0.02523809523809524
2011-08-09,0.11923076923076922,0.3865384615384615,0.08634615384615385
2011-08-10,0.12790697674418608,0.27441860465116275,0.06581395348837209
2011-08-11,0.09999999999999999,0.36666666666666664,0.08153846153846155
2011-08-12,0.01750000000000001,0.26999999999999996,-0.0024999999999999944
2011-08-13,0.08888888888888889,0.3666666666666666,0.07933333333333333
2011-08-14,0.14999999999999997,0.3173076923076923,0.09115384615384615
2011-08-15,0.12456140350877193,0.356140350877193,0.07982456140350876
2011-08-16,-0.056521739130434796,0.5108695652173912,-0.02152173913043479
2011-08-17,0.01666666666666667,0.4904761904761906,0.0035714285714285774
2011-08-18,0.12045454545454547,0.359090909090909,0.07272727272727271
2011-08-19,0.06792452830188679,0.39245283018867927,0.0509433962264151
2011-08-20,0.2648648648648649,0.45135135135135135,0.17675675675675678
2011-08-21,0.06250000000000001,0.4166666666666667,0.07187500000000001
2011-08-22,0.1416666666666667,0.4395833333333332,0.10666666666666669
2011-08-23,0.1163265306122449,0.42040816326530617,0.09142857142857141
2011-08-24,0.03921568627450981,0.3607843137254903,0.019607843137254898
2011-08-25,0.12153846153846154,0.3861538461538463,0.07261538461538461
2011-08-26,0.10181818181818185,0.270909090909091,0.06872727272727273
2011-08-27,0.1259259259259259,0.35925925925925917,0.09259259259259259
2011-08-28,0.08846153846153845,0.41730769230769227,0.038461538461538464
2011-08-29,0.24680851063829787,0.3808510638297873,0.17106382978723403
2011-08-30,0.05384615384615386,0.46410256410256423,0.05871794871794867
2011-08-31,0.07749999999999999,0.37250000000000005,0.029750000000000006
2011-09-01,-0.038596491228070184,0.4157894736842106,-0.05982456140350878
2011-09-02,0.11086956521739132,0.3652173913043478,0.07739130434782608
2011-09-03,0.19800000000000004,0.37800000000000006,0.12459999999999999
2011-09-04,0.16718750000000002,0.47500000000000014,0.11500000000000005
2011-09-05,0.024074074074074057,0.3999999999999999,-0.03574074074074074
2011-09-06,0.002,0.39000000000000007,-0.037599999999999995
2011-09-07,-0.011320754716981126,0.3886792452830188,-0.019056603773584892
2011-09-08,0.19,0.5060000000000001,0.15840000000000004
2011-09-09,-0.017499999999999995,0.465,5.724587470723463e-18
2011-09-10,0.014516129032258058,0.4225806451612904,0.02322580645161291
2011-09-11,0.04583333333333334,0.425,0.03541666666666667
2011-09-12,0.08200000000000002,0.44199999999999995,0.08360000000000001
2011-09-13,0.10434782608695657,0.37173913043478257,0.09456521739130436
2011-09-14,0.14210526315789473,0.39298245614035093,0.11368421052631579
2011-09-15,0.18936170212765963,0.3276595744680851,0.12234042553191488
2011-09-16,0.01904761904761906,0.41666666666666674,0.027142857142857142
2011-09-17,-0.013953488372093014,0.3441860465116278,-0.02697674418604652
2011-09-18,0.1204545454545455,0.3477272727272727,0.09318181818181817
2011-09-19,0.04897959183673471,0.3693877551020409,0.04775510204081632
2011-09-20,-0.02619047619047618,0.36428571428571416,-0.013809523809523803
2011-09-21,0.0911111111111111,0.44444444444444436,0.06711111111111111
2011-09-22,0.05873015873015873,0.353968253968254,0.0346031746031746
2011-09-23,0.028260869565217363,0.47173913043478266,0.021521739130434786
2011-09-24,0.20000000000000004,0.4205128205128206,0.15384615384615388
2011-09-25,0.20000000000000007,0.46818181818181814,0.1511363636363636
2011-09-26,0.09183673469387756,0.39387755102040817,0.062448979591836734
2011-09-27,0.1564102564102564,0.38461538461538464,0.11923076923076922
2011-09-28,0.07857142857142858,0.3303571428571428,0.04142857142857143
2011-09-29,0.0890909090909091,0.44727272727272716,0.08254545454545453
2011-09-30,0.002222222222222219,0.42000000000000004,0.022444444444444434
2011-10-01,0.07358490566037738,0.39433962264150957,0.06264150943396228
2011-10-02,0.06153846153846154,0.3826923076923078,0.048269230769230745
2011-10-03,0.14084507042253516,0.3830985915492958,0.1132394366197183
