date,volume
2013-08-02,191438.45372861
2013-08-03,228265.63286726992
2013-08-04,110029.65877089997
2013-08-05,228197.48477775007
2013-08-06,159730.28231112004
2013-08-07,189388.40381904002
2013-08-08,181941.43566782997
2013-08-09,151509.93434709994
2013-08-10,136199.86004605005
2013-08-11,126589.27055939006
2013-08-12,267134.09801897994
2013-08-13,245074.45282489006
2013-08-14,224312.98760389994
2013-08-15,217450.44502080005
2013-08-16,157101.94647745008
2013-08-17,114536.98341372996
2013-08-18,107422.49324048005
2013-08-19,224456.19084183002
2013-08-20,241164.20661891004
2013-08-21,199706.29926530004
2013-08-22,179738.34064306004
2013-08-23,177650.06223172994
2013-08-24,119884.59513827995
2013-08-25,104578.4292591
2013-08-26,174454.59641477992
2013-08-27,219203.85182866995
2013-08-28,218129.13739482008
2013-08-29,230904.47718338016
2013-08-30,193471.43664041016
2013-08-31,155849.5588608699
2013-09-01,153314.92428665
2013-09-02,165882.39906085
2013-09-03,225422.07976199998
2013-09-04,183217.72771320998
2013-09-05,177049.89673930997
2013-09-06,152357.11517920997
2013-09-07,105185.05527183002
2013-09-08,88442.26568392004
2013-09-09,165578.4276796202
2013-09-10,137684.08499142
2013-09-11,142910.01489417005
2013-09-12,158748.09555927993
2013-09-13,139789.45665451008
2013-09-14,120015.31889617002
2013-09-15,97456.89259613995
2013-09-16,163942.68639727
2013-09-17,140261.22043916
2013-09-18,169965.65476231006
2013-09-19,237642.10423061
2013-09-20,158254.59884884005
2013-09-21,113121.38518494007
2013-09-22,130893.40564173003
2013-09-23,192107.55014209996
2013-09-24,240514.5754879901
2013-09-25,202016.49067269993
2013-09-26,161404.05316356002
2013-09-27,166886.34956235986
2013-09-28,121942.85342382999
2013-09-29,155201.74551582
2013-09-30,185709.46842476996
2013-10-01,239574.95186733987
2013-10-02,387246.18301385
2013-10-03,249282.67211328002
2013-10-04,141664.55357629005
2013-10-05,101657.93025311998
2013-10-06,98719.53514323004
2013-10-07,205348.7118476401
2013-10-08,131866.82666575
2013-10-09,191248.05167481
2013-10-10,153203.78834891997
2013-10-11,173427.01026714
2013-10-12,120375.95726098004
2013-10-13,119770.90038174005
2013-10-14,176306.75143377998
2013-10-15,206391.1527819201
2013-10-16,239906.31425250004
2013-10-17,154344.97651121006
2013-10-18,165807.79466198996
2013-10-19,184722.59343804003
2013-10-20,137640.21392144004
2013-10-21,233287.29530493004
2013-10-22,319389.19252389
2013-10-23,271397.79911734007
2013-10-24,226408.27529929002
2013-10-25,333523.0203184602
2013-10-26,201560.58536183008
2013-10-27,115064.26099635006
2013-10-28,128470.43918046003
2013-10-29,282487.6727660803
2013-10-30,170716.02918349006
2013-10-31,149464.41344999993
2013-11-01,151066.90580589004
2013-11-02,115735.11253730995
2013-11-03,133411.37013308
2013-11-04,301651.6343391401
2013-11-05,288646.68244276993
2013-11-06,223465.95168950985
2013-11-07,349510.22614142986
2013-11-08,288727.84160683
2013-11-09,263307.25170635
2013-11-10,231902.80959657006
2013-11-11,188119.8051313201
2013-11-12,230870.30421036994
2013-11-13,244711.28201581998
2013-11-14,264834.34888882004
2013-11-15,231086.84202393008
2013-11-16,202174.6915351799
2013-11-17,193494.1617191501
2013-11-18,338420.9498153699
2013-11-19,397834.7424483199
2013-11-20,371779.13728921977
2013-11-21,256919.68920855995
2013-11-22,648407.7452435101
2013-11-23,221046.48998138995
2013-11-24,210764.6978717899
2013-11-25,172777.08498700993
2013-11-26,322020.82173323
2013-11-27,312199.50292053
2013-11-28,359300.07975849987
2013-11-29,338974.4317123202
2013-11-30,197183.40554851
2013-12-01,222776.31077207005
2013-12-02,198670.09115323008
2013-12-03,161899.59098815004
2013-12-04,184074.3312987099
2013-12-05,330612.6152371799
2013-12-06,253585.65885261993
2013-12-07,270128.0696290299
2013-12-08,171169.3344149001
2013-12-09,146308.27394274995
2013-12-10,174430.31778971993
2013-12-11,234368.97670287997
2013-12-12,106521.54429542997
2013-12-13,121634.80854420007
2013-12-14,125087.13684555002
2013-12-15,97962.94577765999
2013-12-16,220376.68313732004
2013-12-17,217014.0447266298
2013-12-18,357804.16258942994
2013-12-19,265615.1820188699
2013-12-20,168270.24024572002
2013-12-21,283980.8486694798
2013-12-22,178717.73673493997
2013-12-23,128896.87437618001
2013-12-24,175610.0815688
2013-12-25,225149.53693005
2013-12-26,99050.8055280501
2013-12-27,114267.70030730008
2013-12-28,76732.56445118993
2013-12-29,79480.80103351001
2013-12-30,106669.26440653004
2013-12-31,102187.18120114002
2014-01-01,77258.75700595001
2014-01-02,109524.95776922998
2014-01-03,181021.63772053996
2014-01-04,142494.75682652998
2014-01-05,187081.10633763007
2014-01-06,144626.99086356003
2014-01-07,115956.61464789005
2014-01-08,126303.8286027
2014-01-09,85475.26728481002
2014-01-10,74229.49672293998
2014-01-11,98338.99447569996
2014-01-12,81172.77264370992
2014-01-13,96439.69324955999
2014-01-14,121403.23557341003
2014-01-15,105123.96771440006
2014-01-16,112673.5126696
2014-01-17,82662.80549146
2014-01-18,53753.84494468999
2014-01-19,60876.33629236002
2014-01-20,103842.71625402998
2014-01-21,132078.4731785699
2014-01-22,89074.00086588996
2014-01-23,80773.98015011995
2014-01-24,132085.41725431007
2014-01-25,81680.44969035005
2014-01-26,76549.64490953997
2014-01-27,136923.66722473002
2014-01-28,109510.21289027004
2014-01-29,68451.26445598999
2014-01-30,95391.06732637004
2014-01-31,62350.093568279975
2014-02-01,67243.58736532996
2014-02-02,56675.896041650034
2014-02-03,62939.020984329996
2014-02-04,111674.21454180995
2014-02-05,213218.88124963
2014-02-06,141750.91141094998
2014-02-07,147663.16527351
2014-02-08,78364.72715764
2014-02-09,74532.31995711003
2014-02-10,137977.82779629005
2014-02-11,146220.32288937
2014-02-12,91947.74154693996
2014-02-13,95580.36936334003
2014-02-14,122337.80822204992
2014-02-15,97113.76853678003
2014-02-16,100665.69846192004
2014-02-17,90962.89398788004
2014-02-18,120744.65492376003
2014-02-19,84797.79506974005
2014-02-20,104214.56026857001
2014-02-21,98875.68347486
2014-02-22,92928.12151242008
2014-02-23,84458.29800377
2014-02-24,169356.68681615
2014-02-25,275357.97468785994
2014-02-26,157206.13457262007
2014-02-27,110127.39665456007
2014-02-28,130955.24590417002
2014-03-01,84590.85267471004
2014-03-02,69352.91735141996
2014-03-03,178002.68476585997
2014-03-04,179020.6602359301
2014-03-05,110197.73131525997
2014-03-06,120680.86424026999
2014-03-07,958812.0228404597
2014-03-08,440656.7167510797
2014-03-09,354072.3275818999
2014-03-10,387514.79489532
2014-03-11,314382.29664462
2014-03-12,333245.7548174901
2014-03-13,313208.4575099401
2014-03-14,209754.97884410006
2014-03-15,195532.9764361001
2014-03-16,46185.69874042001
2014-03-17,88620.98645736997
2014-03-18,99719.73132383001
2014-03-19,130199.79203782005
2014-03-20,121098.62606313992
2014-03-21,108826.65263360007
2014-03-22,70105.71019454999
2014-03-23,38764.27111959
2014-03-24,98272.89999119997
2014-03-25,89678.60598257
2014-03-26,93126.88459290998
2014-03-27,177382.6719863
2014-03-28,175481.25033994997
2014-03-29,66870.17098471003
2014-03-30,123109.91325269999
2014-03-31,134860.25320812006
2014-04-01,125559.57150470001
2014-04-02,132369.7373393099
2014-04-03,146462.30677275
2014-04-04,131509.31811554
2014-04-05,124045.35643830996
2014-04-06,78806.50839707995
2014-04-07,84064.17621261001
2014-04-08,106103.48291307999
2014-04-09,127400.21692702
2014-04-10,226720.07636896
2014-04-11,183530.15497588995
2014-04-12,62406.36194760002
2014-04-13,60994.73645081002
2014-04-14,112286.76468366999
2014-04-15,123824.07831701999
2014-04-16,181903.30665567002
2014-04-17,125757.95588095994
2014-04-18,75182.34251759999
2014-04-19,67563.93153003001
2014-04-20,64568.54185266998
2014-04-21,128422.12756338003
2014-04-22,102769.57541986999
2014-04-23,124917.16727707999
2014-04-24,86326.77574506996
2014-04-25,119628.52964812993
2014-04-26,69665.48187599996
2014-04-27,77749.14450606002
2014-04-28,110338.85481344993
2014-04-29,117078.46185987005
2014-04-30,79783.96161965998
2014-05-01,73930.59650967998
2014-05-02,79964.14030635002
2014-05-03,70548.01174237997
2014-05-04,53009.094707089986
2014-05-05,80523.65489479002
2014-05-06,85691.36110336003
2014-05-07,115042.35772949003
2014-05-08,88297.62177218005
2014-05-09,75167.97067782999
2014-05-10,51102.68461491002
2014-05-11,51783.811030740035
2014-05-12,92593.17475612
2014-05-13,98530.41200446
2014-05-14,125019.84859833994
2014-05-15,103092.76602648002
2014-05-16,69499.48396135998
2014-05-17,42852.75263148001
2014-05-18,49567.70842883999
2014-05-19,85256.86981859994
2014-05-20,143478.31458683996
2014-05-21,90525.83967284004
2014-05-22,126426.87445018995
2014-05-23,126635.26179977998
2014-05-24,333189.78909044014
2014-05-25,150037.94086675005
2014-05-26,111331.63897683004
2014-05-27,169605.90516633005
2014-05-28,93045.35713437002
2014-05-29,77044.22233064997
2014-05-30,121281.77840258997
2014-05-31,76531.70421522998
2014-06-01,105063.18181589995
2014-06-02,107449.17263381
2014-06-03,125543.60601666999
2014-06-04,107335.95525463007
2014-06-05,102370.31948830001
2014-06-06,111024.65580126001
2014-06-07,64277.15349634
2014-06-08,76331.30451623001
2014-06-09,82385.76453155997
2014-06-10,159369.65404973
2014-06-11,141004.85750515998
2014-06-12,361479.27580243995
2014-06-13,110426.39994282996
2014-06-14,76974.83504838998
2014-06-15,52552.40760492998
2014-06-16,100668.67906473004
2014-06-17,78979.96496636001
2014-06-18,95065.80453339998
2014-06-19,79860.86590839998
2014-06-20,67946.62823594999
2014-06-21,54564.86061833
2014-06-22,48496.61087273
2014-06-23,146596.8136128
2014-06-24,188240.77917109994
2014-06-25,104526.98480470004
2014-06-26,105468.02347170004
2014-06-27,79874.51837154002
2014-06-28,52999.258057009974
2014-06-29,53577.676197469984
2014-06-30,95436.44333237008
2014-07-01,154846.93947618996
2014-07-02,111379.38914156002
2014-07-03,97168.58293394002
2014-07-04,63495.353389769996
2014-07-05,56886.84891430997
2014-07-06,41906.27265947001
2014-07-07,91954.02057189
2014-07-08,80384.43485617002
2014-07-09,89346.47606225994
2014-07-10,95114.5237978
2014-07-11,65643.32190078
2014-07-12,56769.610369120026
2014-07-13,64925.67667780004
2014-07-14,68820.38996313998
2014-07-15,87635.37079001001
2014-07-16,117840.62726728001
2014-07-17,79392.52455568996
2014-07-18,86163.08475103998
2014-07-19,74796.32278723003
2014-07-20,42025.40223588001
2014-07-21,130673.44857943009
2014-07-22,80276.16446834002
2014-07-23,76306.26837913998
2014-07-24,109144.58528870996
2014-07-25,85519.66243730001
2014-07-26,49873.91235702998
2014-07-27,62548.37308436999
2014-07-28,84089.50680592997
2014-07-29,74924.30787738
2014-07-30,80988.04763778999
2014-07-31,84872.33450943006
2014-08-01,165460.01996641996
2014-08-02,67550.5991246
2014-08-03,54245.96642537
2014-08-04,116360.39566913998
2014-08-05,158094.93305790992
2014-08-06,107070.52098165998
2014-08-07,95343.52285822002
2014-08-08,75593.75710373002
2014-08-09,89108.36420336003
2014-08-10,70011.76347934999
2014-08-11,88073.69579142993
2014-08-12,107628.98135256008
2014-08-13,131914.13280772005
2014-08-14,148763.6047235399
2014-08-15,142569.06930548002
2014-08-16,92741.13017244996
2014-08-17,87277.03378835005
2014-08-18,183018.28475498004
2014-08-19,126317.23736452997
2014-08-20,110477.08465740003
2014-08-21,166488.09929400988
2014-08-22,119289.11903261996
2014-08-23,84220.82656151002
2014-08-24,52701.29764472997
2014-08-25,123063.21094908008
2014-08-26,99454.89104728002
2014-08-27,114674.02262024004
2014-08-28,134874.20230062
2014-08-29,138395.79438088997
2014-08-30,58572.047998109985
2014-08-31,73213.04607098001
2014-09-01,97068.41549292003
2014-09-02,126288.59290942995
2014-09-03,97916.76107041
2014-09-04,96271.10462892
2014-09-05,100651.52782676004
2014-09-06,80514.66618107
2014-09-07,72945.791464
2014-09-08,108782.04811497005
2014-09-09,138939.10619291998
2014-09-10,96732.93467423
2014-09-11,102193.22505909
2014-09-12,100423.56673241002
2014-09-13,61021.62215813999
2014-09-14,80414.93819765003
2014-09-15,104927.53507970997
2014-09-16,96931.16241314005
2014-09-17,117010.16039843006
2014-09-18,163898.58842478003
2014-09-19,187034.20561238003
2014-09-20,149263.84378763998
2014-09-21,111616.69228561
2014-09-22,95881.05237945996
2014-09-23,128654.36291635006
2014-09-24,118159.52394275005
2014-09-25,120547.82246358995
2014-09-26,109596.80304485004
2014-09-27,91111.67000708998
2014-09-28,106355.30737894999
2014-09-29,183033.87230530003
2014-09-30,151519.24597845
2014-10-01,180725.81348156004
2014-10-02,116755.99769743007
2014-10-03,167967.15592354993
2014-10-04,154413.77652506012
2014-10-05,266257.4683011601
2014-10-06,224852.35922162
2014-10-07,143736.59083906998
2014-10-08,212176.22420146008
2014-10-09,212402.29612600993
2014-10-10,212875.05822821995
2014-10-11,138595.34311793995
2014-10-12,105538.37255924997
2014-10-13,183176.97705788992
2014-10-14,202192.9217662
2014-10-15,160311.82605765
2014-10-16,129205.07479018002
2014-10-17,145656.50311251997
2014-10-18,103242.58689653002
2014-10-19,83725.6751911
2014-10-20,129046.21257743001
2014-10-21,111205.46425572997
2014-10-22,215953.18125969003
2014-10-23,154264.89107740007
2014-10-24,161360.82352393988
2014-10-25,105640.69836529995
2014-10-26,99191.93937111001
2014-10-27,138019.53246773008
2014-10-28,141104.82631961998
2014-10-29,156592.52232486996
2014-10-30,149213.76513140002
2014-10-31,152354.54223155996
2014-11-01,102172.12966243003
2014-11-02,92560.29464393009
2014-11-03,134973.76114090002
2014-11-04,207687.01400727
2014-11-05,188607.75920551002
2014-11-06,156884.24646424997
2014-11-07,169493.8530918
2014-11-08,92504.28538872993
2014-11-09,110689.59716309003
2014-11-10,197356.34843906004
2014-11-11,148158.24197851
2014-11-12,253807.62022798997
2014-11-13,358080.29568376
2014-11-14,215183.87767494
2014-11-15,168542.91992133996
2014-11-16,169302.0437403701
2014-11-17,173139.85523418008
2014-11-18,198055.00172494003
2014-11-19,143712.99180658
2014-11-20,210106.61983954997
2014-11-21,170819.74849746
2014-11-22,103576.47105663003
2014-11-23,95908.35904084
2014-11-24,163078.88148406992
2014-11-25,202329.36422738992
2014-11-26,163309.70673348
2014-11-27,121353.16327740003
2014-11-28,474688.6702351399
2014-11-29,140744.29825788998
2014-11-30,102917.47417485
2014-12-01,172222.39498816
2014-12-02,425623.60905203014
2014-12-03,192986.26599475998
2014-12-04,272536.7052513401
2014-12-05,220358.90771255002
2014-12-06,170146.36626858008
2014-12-07,131642.65627362992
2014-12-08,290997.0457374799
2014-12-09,248436.30381934982
2014-12-10,169310.84908604994
2014-12-11,181789.93263516997
2014-12-12,163007.66465201002
2014-12-13,128521.04206922004
2014-12-14,99223.66094991
2014-12-15,166359.13969925995
2014-12-16,261952.6139375199
2014-12-17,255318.68503030002
2014-12-18,268442.85347277
2014-12-19,226913.46558186985
2014-12-20,148889.81479751997
2014-12-21,116786.88273574997
2014-12-22,197419.36684707986
2014-12-23,230878.89047621997
2014-12-24,197673.93426347
2014-12-25,121983.85998134002
2014-12-26,113418.22110466001
2014-12-27,130710.31751765
2014-12-28,98740.42529299001
2014-12-29,178367.09773193
2014-12-30,164317.44088726005
2014-12-31,156798.00841896006
2015-01-01,76909.16291998998
2015-01-02,117456.63807848
2015-01-03,238145.12666732998
2015-01-04,262975.5414748399
2015-01-05,240496.2121166299
2015-01-06,241307.31993758003
2015-01-07,235041.90173356
2015-01-08,321474.59180072986
2015-01-09,258910.80413242994
2015-01-10,192610.49084792
2015-01-11,155269.77995350998
2015-01-12,201026.13523315004
2015-01-13,370831.26260405994
2015-01-14,493056.07674890006
2015-01-15,324146.04351659
2015-01-16,262412.7404753301
2015-01-17,175329.44792256004
2015-01-18,153482.52395286007
2015-01-19,169839.97271458004
2015-01-20,301222.0089152899
2015-01-21,436792.82828887005
2015-01-22,258047.79707260994
2015-01-23,197556.26966899002
2015-01-24,186333.02425578
2015-01-25,151447.92356654003
2015-01-26,402484.5741528198
2015-01-27,242369.08048489998
2015-01-28,181718.04396767006
2015-01-29,230227.93792157012
2015-01-30,198020.5517353001
2015-01-31,191574.70605595008
2015-02-01,140744.58594308005
2015-02-02,185984.97223516004
2015-02-03,226373.55323174995
2015-02-04,218909.75483943996
2015-02-05,249246.21813233008
2015-02-06,187299.44755411992
2015-02-07,148573.71507058002
2015-02-08,146227.89741786005
2015-02-09,230534.85554987993
2015-02-10,207134.58639528006
2015-02-11,192177.10059976994
2015-02-12,178823.13387119008
2015-02-13,266343.32756596984
2015-02-14,197145.26076544
2015-02-15,179593.09055712004
2015-02-16,162032.64627519017
2015-02-17,172202.21992319002
2015-02-18,216615.47408984005
2015-02-19,172403.65808409004
2015-02-20,177107.00197807004
2015-02-21,124937.26305006999
2015-02-22,111539.24682560001
2015-02-23,168572.30504258003
2015-02-24,135217.51190811998
2015-02-25,195855.44776465007
2015-02-26,173954.32253601996
2015-02-27,217809.54347191012
2015-02-28,121920.16809611006
2015-03-01,209337.4192027701
2015-03-02,245338.86147717998
2015-03-03,249742.95421394
2015-03-04,226219.72395024
2015-03-05,255143.25311297012
2015-03-06,209201.05064493004
2015-03-07,197373.32398828992
2015-03-08,341396.17727785994
2015-03-09,273350.66390166996
2015-03-10,275548.05043156986
2015-03-11,203793.5868545201
2015-03-12,206078.00396128
2015-03-13,209335.06985220988
2015-03-14,158673.95449579993
2015-03-15,101142.44234826001
2015-03-16,157975.95787983996
2015-03-17,153472.14729414997
2015-03-18,267881.59299171995
2015-03-19,257697.45770322
2015-03-20,171598.57288128012
2015-03-21,134249.83231444
2015-03-22,96758.26877291995
2015-03-23,240287.06893916003
2015-03-24,219998.50889292
2015-03-25,220197.19462480993
2015-03-26,216261.86869301993
2015-03-27,217446.63743487
2015-03-28,120522.50513201993
2015-03-29,131534.17873539
2015-03-30,191010.81370737014
2015-03-31,188915.1288032301
2015-04-01,212070.73604495003
2015-04-02,202312.8347450999
2015-04-03,154993.02920480992
2015-04-04,94976.11289826
2015-04-05,88662.78133338001
2015-04-06,160249.34847409007
2015-04-07,188638.75449648997
2015-04-08,231039.75476528995
2015-04-09,199616.62748278005
2015-04-10,238048.59125573005
2015-04-11,129999.24737194998
2015-04-12,104438.38518220997
2015-04-13,232855.05618602005
2015-04-14,237886.39000246007
2015-04-15,208616.46853396995
2015-04-16,200193.13453107004
2015-04-17,207338.44566249012
2015-04-18,159627.18797264
2015-04-19,153348.56112207996
2015-04-20,200484.76566100997
2015-04-21,227281.93062674996
2015-04-22,181528.79735576003
2015-04-23,202980.11921309
2015-04-24,226864.8041635199
2015-04-25,138404.83210584003
2015-04-26,169046.97913139
2015-04-27,244071.3628335401
2015-04-28,217887.55090949
2015-04-29,191715.88154123005
2015-04-30,230523.17047439996
2015-05-01,188754.3546137
2015-05-02,109174.89724184993
2015-05-03,164247.10145174994
2015-05-04,184111.29451638993
2015-05-05,170790.96404821007
2015-05-06,205239.60899050997
2015-05-07,191807.06468409003
2015-05-08,213463.62419901005
2015-05-09,142721.91394222004
2015-05-10,136287.25311927998
2015-05-11,212101.0282237801
2015-05-12,188598.8670167801
2015-05-13,202265.90868955
2015-05-14,194405.62863887005
2015-05-15,164996.23867689996
2015-05-16,120393.23932949996
2015-05-17,106355.26173592002
2015-05-18,175327.43261649998
2015-05-19,217430.48437106996
2015-05-20,192761.60858785996
2015-05-21,191871.82199793993
2015-05-22,254809.81151391
2015-05-23,161301.47060950997
2015-05-24,114754.16676610004
2015-05-25,158119.91825467997
2015-05-26,192844.03538863015
2015-05-27,205978.39504258
2015-05-28,193126.34310119998
2015-05-29,228542.6316317999
2015-05-30,186692.10747104022
2015-05-31,171396.77387515001
2015-06-01,308112.9926339699
2015-06-02,247493.0924960501
2015-06-03,251382.95367979002
2015-06-04,202751.73136537994
2015-06-05,242675.95878135
2015-06-06,147338.33554023996
2015-06-07,148588.45018539
2015-06-08,250174.13527820996
2015-06-09,220235.20421802
2015-06-10,238327.00050066982
2015-06-11,232392.59447537
2015-06-12,239714.59714313998
2015-06-13,173499.48950996005
2015-06-14,178969.26106711003
2015-06-15,238116.99436432996
2015-06-16,335093.1155685801
2015-06-17,363799.8835892503
2015-06-18,276667.84921282006
2015-06-19,459856.0343508201
2015-06-20,178864.7202284699
2015-06-21,139564.25841968998
2015-06-22,212220.81305958994
2015-06-23,208429.61667409996
2015-06-24,219864.75450647995
2015-06-25,198375.43405957
2015-06-26,243448.31811066004
2015-06-27,164946.2103066001
2015-06-28,145379.98355630002
2015-06-29,266619.3965458198
2015-06-30,312673.26186556014
2015-07-01,279924.3458015599
2015-07-02,273853.33774635
2015-07-03,224985.17415889015
2015-07-04,183319.90123902008
2015-07-05,300256.2313389199
2015-07-06,336974.4556104599
2015-07-07,321559.7835258898
2015-07-08,262010.35955325988
2015-07-09,249738.81205587002
2015-07-10,375334.49506342993
2015-07-11,233137.96793419996
2015-07-12,269078.07185736
2015-07-13,241796.35532518002
2015-07-14,238413.03952788998
2015-07-15,206847.7882250301
2015-07-16,308826.91493661015
2015-07-17,249800.64746592997
2015-07-18,166434.1918952101
2015-07-19,137825.03828335
2015-07-20,201639.00752441003
2015-07-21,208364.20286866004
2015-07-22,213447.62089269998
2015-07-23,205850.66288761995
2015-07-24,243677.11191768994
2015-07-25,180028.57359461012
2015-07-26,130471.86035514002
2015-07-27,246537.11835636004
2015-07-28,288835.23805133003
2015-07-29,218012.96067594003
